title,num_en_stopword,num_long_vn_word,num_major_word,num_not_alphabet_word,num_only_one_letter,num_other_word,num_short_vn_word,views_count
Kỹ thuật khai thác lỗ hổng bảo mật Web trên Metasploit Framework (P4),1,263,59,34,1,68,139,201
[Javascript] Một số cách duyệt array ngoài for,3,41,41,0,1,10,56,273
Retain cycles unit test,2,99,52,0,0,26,48,23
"[Thực hành Docker] bài 3: Tạo và quản lý Network trong docker, kết nối container với Network",0,94,135,0,28,25,113,314
"ReactJS, Component - Class Component vs Functional Component.",2,97,151,0,0,12,71,182
Giới thiệu docker - Part I: Overview,3,109,154,6,1,19,82,43
Cơ bản Về  Docker (phần 1),5,134,185,1,0,27,97,68
SQL String Functions (Phần 1),3,86,82,0,0,75,50,65
Tìm hiểu cơ bản về SCSS - BEM - Typescript,8,202,180,1,6,86,187,635
"Các câu quiz, test về Hive",8,156,42,5,140,95,142,31
Các tiện ích siêu hữu ích cho Testing của Chrome (Phần 1),0,192,71,4,0,56,83,56
5 thủ thuật nhanh gọn giúp bạn code Swift hiệu quả hơn,0,51,124,3,1,25,35,60
Hashed TimeLock Contract (HTLC) giải pháp kết nối giữa các nền tảng blockchain,0,99,61,0,9,130,94,52
Giới thiệu về API Gateway Pattern cho kiến trúc ứng dụng Microservice,2,146,155,0,0,39,47,1867
Rails Mongoid associations,7,84,76,0,6,62,37,19
Sức mạnh của Spread Syntax trong Js,3,39,77,0,3,23,38,127
Promises/Deferred trong AngularJS,8,156,114,0,7,48,57,31
Bạn đã biết những gì về môi trường Production?,0,199,140,0,1,33,92,703
"Site Reliability Engineer - SRE: SLI, SLA và SLO",0,297,10,0,1,96,66,82
4 yếu tố chiến lược của kiểm thử liên tục (continuous testing) mang lại hiệu quả cao,0,277,28,0,0,26,52,47
Xây dựng một app gọi video với ReactJs và NodeJs - Bài 1,0,75,92,0,3,27,76,385
Hướng dẫn làm cặp kính hổ trợ người mù - Sử dụng trí tuệ nhân tạo,4,180,57,0,11,39,133,164
Giới thiệu về JMeter và Performance Testing,2,204,106,2,2,80,99,165
Mobx core gồm những gì?,9,84,227,1,0,104,45,130
Có gì mới trong phiên bản NextJS 10,4,105,106,0,6,36,40,632
Github Actions Tutorials: Setup Docker Hub + Github Workflow CI/CD Pipeline (Hướng dẫn từng bước),7,91,329,1,1,81,67,250
Hướng dẫn sử dụng Android KTX,2,148,101,0,0,62,71,77
Sử dụng Serial Monitor để giao tiếp giữa Arduino và PC,8,80,113,4,3,67,91,104
Tối ưu hóa RecyclerView - Tăng hiệu suất Scrolling,1,102,63,0,2,60,49,112
Cheat.sh - Google cho developer,4,58,27,0,0,16,22,1320
EfficientNet: Cách tiếp cận mới về Model Scaling cho Convolutional Neural Networks,4,427,32,53,40,162,351,163
Quá chán với việc cài lại máy mỗi khi bắt đầu dự án mới nên BichPhuong quyết định tự setup docker dành riêng để làm việc với Laravel - Vol 1,0,114,134,0,1,14,144,307
Tìm hiểu về AI SEO để cải thiện trang Web của mình,0,398,69,1,2,25,137,198
Validate Props trong ứng dụng React quan trọng hơn cả thần thái,1,95,76,0,0,33,71,404
Kubernetes -  Xác định các giá trị Requests và Limits resources cho containers,0,161,95,4,1,44,39,153
NuxtJs: Tạo chế độ Dark Mode - tối đen như tiền đồ chị Dậu,1,76,48,1,4,25,85,137
OpenSea Integration - Contract ERC-1155 Already Deployed And Didn't Implement 'uri' method,0,111,120,0,4,51,97,53
Tổng quan về Agile Testing,2,427,57,13,1,29,133,48
Tìm hiểu chung về Web Scraping và các vấn đề cần quan tâm,0,374,69,0,1,55,110,271
Bạn hiểu rõ về lập trình hướng đối tượng đến đâu?,2,166,90,0,6,114,50,243
Tìm hiểu cơ bản về Webpack trong Rails 6,1,95,106,0,0,26,54,42
Tìm hiểu redux-toolkit phần 2,1,102,102,0,0,46,63,184
"Laragon, phần mềm thay thế XAMPP đáng dùng nhất!",1,197,112,8,6,58,88,540
Tìm hiểu về hệ phân tán (Phần 5: Đồng bộ hóa) - Part 1,3,247,50,16,66,101,152,180
Login ứng dụng iOS bằng LINE,1,69,114,0,1,28,35,66
Một số convention giúp bạn viết code Python ngầu hơn,0,51,36,0,0,9,71,381
Lỗi biên dịch Xcode 12 (Trong khi chạy với simulator iOS 14),8,51,52,2,2,37,20,86
"[Thực hành Docker] bài 2: chia sẻ dữ liệu giữa máy host với container, giữa các container với nhau",1,110,116,0,14,26,115,418
[AWS Practioner] [1.主要なサービス] 4.VPC作成手順,0,0,1,182,0,13,0,49
BPM Tutorial: Quy trình xin nghỉ phép (Phần 1 - Model the process),5,284,374,0,2,189,287,167
"Burp Suite - ""trợ thủ đắc lực"" cho tester và pentester trong kiểm tra ứng dụng web",14,237,200,4,5,118,131,772
Từ khóa Global trong Python,1,55,25,0,0,1,67,68
Các phím tắt sử dụng ubuntu hiệu quả,3,62,44,0,7,16,51,569
Bạn đã thực sự hiểu về Block Elements và Inline Elements chưa?,0,38,74,0,1,15,30,597
Thế nào mới là 1 DevOps thật sự,3,362,259,0,0,64,151,1805
Một số @Attributes mạnh mẽ trong swift,0,25,50,0,0,18,11,73
Biến trong C#,0,146,24,4,19,21,120,75
Mình đã refactor file js 2500 lines code như thế nào?,2,39,87,0,1,20,31,1452
7 lần code React của bạn bốc mùi ???,5,96,116,0,0,46,85,1309
[AWS Practioner] [1.主要なサービス] 2.VPC,0,0,13,71,0,4,0,30
[AWS Practioner] [1.主要なサービス] 3.Subnet,0,0,5,130,1,10,0,52
Đào sâu về SQL Transactions,9,297,195,0,8,165,150,1032
Giới thiệu Firebase Cloud Firestore,2,124,89,0,0,34,54,143
[AWS Practioner] [1.主要なサービス] 1.概要,0,0,27,192,3,20,0,79
Quy trình làm việc chuẩn chỉ với Git,1,68,159,0,2,20,73,1101
Phân biệt khái niệm xử lý Concurrency (đồng thời) và Parallelism (song song),0,99,39,0,0,13,55,1407
[Giải ngố thuật ngữ] Vai trò và nhiệm vụ các role trong dự án - Part 2,1,112,51,2,0,49,57,271
Tối ưu việc build Docker Image,1,176,111,0,1,4,104,147
[Giải ngố thuật ngữ] Vai trò và nhiệm vụ các role trong dự án - Part 1,0,98,41,1,0,40,42,382
"Callback là gì, Callback trong Java",0,102,77,7,11,19,130,261
Guidance: Software Security Testing Types and Tools,121,0,125,3,4,104,0,41
Bài tập rút tiền ATM,0,0,0,0,0,2,0,265
11 Javascript Tricks bạn sẽ khó tìm được ở các Tutorials,14,158,77,10,2,45,117,415
Làm thế nào để có 1 terminal xịn ?,0,65,101,2,0,98,52,1030
[MCSA 2019 Lab Series] File Server Resource Manager Windows Server 2019,6,153,154,4,0,97,44,47
Cài đặt nvm + node + yarn trên ubuntu 18. và 20.,0,32,25,2,0,15,17,66
Firebase Dynamic Links,54,212,167,0,8,62,83,134
Xây dựng Widget với WidgetKit và SwiftUI,1,73,64,0,0,43,34,61
Semantic Versioning,1,188,103,0,16,21,140,525
Formatting numbers in Swift.,1,130,1,0,0,13,49,61
"Cài đặt rvm, ruby, rails trên ubuntu ver 18. và 20.",0,67,33,2,1,43,32,78
Các command trên ubuntu (chiếm 80%) - phần 1,8,98,96,0,1,61,111,1728
Những thay đổi về privacy của Apple kể từ iOS 14,14,102,142,0,1,117,60,173
Xây dựng UI  web nhanh hơn với Element UI,0,45,85,0,6,13,40,771
Một số cách viết ngắn gọn code trong JS,3,49,24,0,0,14,74,440
Physically-Based Rendering - Lý thuyết và cách cài đặt,1,373,64,0,33,199,244,261
"Ddos, Stress Test, Distributional Test với combo Jmeter, Docker, AWS ECS",3,74,174,0,6,108,65,253
Vanilla JS - Chia sẻ 24 đoạn code JS ES6 sử lý DOM hữu dụng - Phần 1,0,49,51,0,0,19,36,1147
Các SDK hữu dụng trong Stellar cho Blockchain dev,1,71,52,0,0,93,67,111
Nhận diện khuôn mặt trên Ubuntu với Howdy.,1,47,22,0,1,22,55,213
"Alpinejs - Nếu React là ""quá thừa""",1,63,23,0,0,26,30,303
Xây dựng Android (Home screen) Widgets với AppWidgetProvider,0,79,149,4,0,79,68,80
Cài SQL Server trên Ubuntu,1,96,100,0,1,10,70,226
Các phương pháp tránh Overfitting,2,165,123,0,4,63,119,427
Mảng trong PHP,0,34,7,0,0,3,38,32
"ReactJs - Hướng dẫn import component giống như ""PRO""",0,13,30,0,2,15,18,362
Xử lí form trom php,7,59,29,0,0,20,35,18
Giới thiệu kiến thức cơ bản trong React.js.,4,89,110,0,0,31,60,931
Lược sử về các phiên bản hệ điều hành Windows trong suốt 30 năm,7,373,167,2,1,101,114,274
PHP - Function,0,34,9,0,6,6,30,99
Lập trình hướng đối tượng OOP với PHP,1,231,73,0,0,22,144,128
Cron jon NodeJS với node-cron,7,22,44,87,2,44,19,176
PHP -  HÀM (FUNCTION),1,85,14,0,11,4,121,70
Tìm hiểu về mảng trong PHP,0,108,23,6,0,26,134,64
Lắng nghe sự thay đổi dữ liệu Realm Background trong Clean Architecture (Realm + Flow + Clean Architecture),5,37,24,0,0,18,15,107
[Lession 3 - PHP] Nhúng một file PHP vào trong một file PHP,5,80,76,1,3,62,86,115
Tại sao lại sử dụng lập trình hướng đối tượng?,0,140,4,0,1,5,41,147
TẦM QUAN TRỌNG CỦA REPONSIVE TRONG WEBSITE,0,287,94,1,0,16,95,212
Biến và các kiểu dữ liệu thông dụng trong PHP,1,69,21,1,0,10,81,89
Với tốc độ scale nhanh thì các dự án ReactJS nên cấu trúc như thế nào?,4,161,149,0,0,32,58,2516
Quản lý file trên Azure Storage,0,67,89,0,3,25,51,74
[React Native] Dựng base App React Native - Navigation Sample P2,0,35,85,0,0,33,40,154
Using Azure Keyvault on .Net Core 3.1,0,63,105,0,0,66,43,39
"Index (chỉ mục) trong MySQL - Create, Add & Drop",4,142,29,0,0,20,142,126
Làm ứng dụng học toán đơn giản với React Native - Phần 4,0,63,69,0,0,48,73,218
Thực hành | Set up Kubernetes Cluster trên Microsoft Azure - Azure Kubernetes Service,1,88,260,2,1,70,76,188
[Cryptopals] Set 7: Hashes,6,138,163,2,5,106,168,125
"Object detection: Speed and Accuracy (Faster R-CNN, R-FCN, SSD, FPN, RetinaNet and YOLOv3)",28,347,127,5,5,210,149,456
Sử dụng vòng lặp để in hình tam giác * bằng PHP,1,1,2,0,0,0,1,21
"Bài tập vẽ tam giác hình ""*"" bằng Loop PHP",0,4,0,0,0,0,0,18
Sử dụng vòng lặp for vẽ tam giác sao trong PHP,1,3,7,0,0,0,6,10
Vẽ tam giác sao bằng PHP | Bài tập PHP có lời giải,0,2,0,0,0,0,3,27
Vẽ hình đơn giản bằng dùng loop,1,13,4,0,12,0,18,23
[Lession 2 - PHP] Sử dụng vòng lặp for lồng nhau trong PHP vẽ hình tam giác bằng kí tự *,17,142,12,15,45,10,202,389
Sử dụng vòng lặp for vẽ tam giác sao trong PHP,3,9,2,0,0,0,10,38
Sử dụng Google SpreadSheet (Google Sheet) để thực hiện data-driven testing trong Selenium Java,7,108,173,0,2,64,77,562
Merkle Airdrop: Giải pháp Airdrop cho các đợt phát hành token,0,133,101,0,5,115,92,190
Setup CI-CD với github action trong 1 nốt nhạc,0,23,62,0,1,15,14,1320
Vẽ hình tam giác bằng ký tự * trong PHP,7,8,14,0,0,0,1,26
Chém gió về javascript (1) - Khác biệt giữa Function Declarations và Function Expressions,0,34,48,0,2,21,47,807
Rancher 2.0 - K8S thật dễ dàng,0,103,93,0,0,41,48,497
Làm thế nào lập trình ít bug và hiệu quả,1,62,39,0,2,10,66,404
Ansible from zero (P1) - Cơ bản,0,140,89,0,0,59,43,142
[JAVA] (SpringBoot) Spring Data JPA #1 - Tổng quan và khái niệm,0,168,133,0,0,13,103,313
Cách phát wifi trên win 10,3,37,21,0,0,6,23,10
[UPDATED]Tôi đã làm giả vân tay để điểm danh hộ như thế nào ?,3,100,4,0,1,26,150,32635
Giả lập bài toán rút tiền từ cây ATM,1,12,4,0,18,12,43,26
"Let, const và var trong Javascript",6,80,65,4,0,43,90,302
Ứng dụng của ECC: Trao đổi khóa Diffie-Hellman,0,143,13,0,22,39,130,182
Bài toán rút tiền từ ATM - PHP,2,18,4,0,4,10,26,270
Giải bài toán rút tiền ATM bằng PHP,1,19,35,0,4,32,72,15
Kiểm thử hiệu năng ứng dụng web với Lighthouse CI,8,242,97,3,3,59,122,185
AWS TIP: Đôi nét về IAM,1,66,121,0,0,62,54,257
So sánh sự giống và khác nhau giữa phương thức GET và phương thức POST,0,117,85,0,2,11,63,290
Cách cài đặt ubuntu song song với windows,22,135,107,1,1,63,103,29
PHP là gì ?,0,120,68,0,1,15,94,22
Cách cài đặt thư viện python,2,137,78,3,0,23,50,94
Sử dụng Redis làm cache để tăng tốc độ truy vấn,3,99,90,4,1,31,60,1791
Dựng môi trường phát triển nhanh chóng với sun-asterisk-research/docker-php-development,0,111,191,0,0,32,75,312
Khai phá mẫu phổ biến và luật kết hợp,7,306,8,19,331,179,360,156
PHP Cơ Bản - Cây rút Tiền ATM sử dụng foreach,0,84,34,5,38,6,88,21
Edx là gì? Chúng ta cùng nhau tìm hiểu nhé,1,343,37,4,1,102,195,258
"[Thực hành Docker] bài 1: cài đặt docker, tìm hiểu docker image, khởi chạy container từ image",1,53,91,2,3,12,85,550
NodeJS là gì? Những khái niệm cơ bản nên biết,9,75,95,1,5,31,37,213
Demo hiển thị số tờ tiền cần rút ATM,0,0,2,0,0,1,0,29
Tại sao ta thường không cần Antivirus trên Linux,1,194,61,4,0,39,104,317
Đi tìm chiếc structure hoàn hảo cho ứng dụng React,25,169,328,15,3,95,146,1734
[Lession 1 - PHP] Giải bài toán rút tiền ATM sử dụng vòng lặp for trong PHP,1,38,14,1,17,23,91,161
Xóa phần mềm độc hại khỏi trang web WordPress của bạn,2,438,81,0,0,56,186,248
Phương thức GET và POST trong php,0,130,119,1,1,20,83,130
VuePress - Làm blog cá nhân trong một nốt nhạc,2,122,98,12,3,51,52,568
Business Analysis: Planning and Ensuring Success (Phần 2),13,400,167,8,3,192,68,136
Các loại cây trong Cấu trúc dữ liệu,0,90,41,2,1,21,64,902
Cách cài đặt và cấu hình Xampp cho Unbuntu,2,117,117,7,9,30,52,65
Hãy trưởng thành - Grow up,1,210,74,0,6,31,103,978
Tips To Increase Instagram  Engagement,278,3,88,1,12,197,0,72
Hướng dẫn sử dụng Font Awesome 5 bản miễn phí,5,76,103,0,1,49,61,658
[Vulnhub] Yone Writeups,2,56,69,0,1,35,64,108
Ngôn ngữ lập trình Groovy - phần 1,0,76,38,0,1,42,70,329
ReactJS Main Concept: JSX and Rendering element,13,47,137,1,1,17,50,195
Tạo Blockchain Application trên Android (Phần 3 - Verify and Publish Token),6,45,96,0,1,67,77,270
Bài toán rút tiền cây ATM PHP sử dụng if...else,7,24,18,0,38,25,130,528
ES6 theo góc nhìn của beginner,4,67,59,0,0,11,61,759
jQuery là gì? Tổng quan và hướng dẫn sử dụng jQuery,1,113,103,11,0,28,38,231
Hướng dẫn cài đặt localhost với XAMPP,0,71,63,0,0,9,47,82
Sử dụng thư viện Java từ thư viện Nexus Repository,1,13,21,0,0,6,9,93
"rewrite a rxjs class using FP (Subject classes: Behavior, Replay, Async) 2nd approach",89,1,50,0,7,52,0,47
"Tìm hiểu về Webserver, PHP và cách cài đặt XAMPP trên Windows",3,131,105,5,0,19,99,212
Lập trình Web,0,98,63,1,3,24,40,150
Cypress - cách giúp bạn cải thiện quan hệ với QA,1,86,121,0,5,22,99,199
[Pentest Android] Cài đặt Android Emulator sao cho ngầu :-?,1,75,68,0,3,33,102,1158
Cách dùng localization trong JS với project Laravel,4,121,80,4,0,18,89,221
Bootstrap là gì? Hướng dẫn dành cho người mới bắt đầu,0,120,62,0,0,13,25,189
Giới thiệu về go và chạy chương trình hello world.,1,110,17,0,9,47,17,113
50 tips cho mọi lập trình viên (Phần 1),1,72,30,2,2,11,64,652
3D Gallery Đơn Giản Chỉ Với CSS,0,19,7,0,2,1,10,297
Thuật memo để đạt được hiệu quả cao trong công việc .,0,106,17,0,0,34,58,202
Đơn giản mà hiệu quả! 7 đặc điểm của người giỏi giao tiếp và bí quyết để cải thiện khả năng giao tiếp của họ là gì? (P.2),0,222,3,1,0,6,59,151
Chuyển đổi audio thành text với thư viện Speech của Apple trong Swift,0,27,11,0,0,3,13,78
Rasa Forms Tutorial,2,191,102,1,7,101,83,153
Làm gì để Spring Boot lấy được properties từ AWS Parameter Store (SSM)?,1,35,91,0,0,18,11,104
"Viết Javascript trong Rails 6 có gì khác? (với Webpacker, Yarn và Sprockets)",0,134,216,5,0,38,90,67
[JAVA] (Overview) Phần 1 - Spring vs. Spring Boot vs. Spring MVC,1,147,116,0,0,21,57,361
[Lession 0 - PHP] Lần đầu làm quen với PHP: Các công cụ lập trình cài đặt trên windows,3,78,68,1,7,40,88,155
ASP.NET Core 5 - Blazor WebAssembly - scroll vô cực bởi phép ảo hóa component,0,9,24,0,0,5,12,240
Một số tip để code View của bạn đẹp như Ngọc Trinh.,0,48,124,2,5,83,42,340
Blazor WebAssembl Lazy loading,0,15,37,0,1,10,4,96
Thực hành | Set up Kubernetes Cluster trên Google Cloud Platform - Google Kubernetes Engine,0,86,189,0,0,60,55,397
Các điểm mới của ASP.NET Core trong .NET 5 RC2,0,66,61,0,3,44,32,280
"[JAVA] (Extension) Phần 1: Project Lombok - Cấu hình nhiều hơn, mã nguồn ít hơn!",9,189,180,0,0,112,89,152
"rewrite a rxjs class using FP (Subject classes: Behavior, Replay, Async) 1st approach",131,0,83,0,10,90,0,38
Visual Studio Code - Các extension hữu ích,0,15,25,0,0,10,7,816
Hướng dẫn decompile Android APP APK,1,15,38,0,1,20,24,256
Cơ bản về Gitflow Workflow,0,85,133,0,0,66,68,296
Infinity Loading - Load vô cực với Vue.js be like facebook !,0,70,81,0,4,22,55,431
Deploying Spring Boot microservices trên Kubernetes với minikube [phần 1],2,136,151,0,3,65,102,138
Những điều cần biết về GraphQL,34,67,108,5,14,49,59,161
"min(), max() và clamp(): Bộ ba hàm logic CSS đáng được sử dụng ngay hôm nay!",0,237,49,4,1,55,123,494
Ưu nhược điểm của MOOCs,2,375,33,4,1,111,183,186
Load Balencing,197,0,188,0,16,188,0,140
Một số tips giảm chi phí khi sử dụng service S3 - Amazon,1,305,165,0,80,86,144,354
MOOC là gì?,1,354,30,5,0,65,149,302
Dropwizard View với Thymeleaf template engine,0,14,32,0,0,12,6,51
Laravel & Sapper (Phần 1) - Init project với Viblo Docker,0,74,84,0,0,38,33,237
Tìm hiểu về Elasticsearch với các ví dụ áp dụng (P1),8,189,264,7,3,69,73,2086
Elasticsearch là gì?,2,187,209,0,1,56,83,137
In App Purchase trong Android (Phần 1),5,53,40,2,0,24,24,183
"Tìm hiểu Angular, tạo project sample Angular",1,76,100,2,5,21,30,157
Hướng dẫn sử dụng chân PWM thông qua lập trình LED RGB với Arduino,0,75,45,4,11,44,142,188
Hướng dẫn đẩy thư viện Java lên Nexus Repostory,0,32,33,0,0,16,24,93
Trải nghiệm mô hình định danh tự chủ sử dụng Hyperledger Indy ứng dụng công nghệ blockchain,0,395,25,0,5,33,141,85
7 JavaScript Design Patterns.,2,105,62,0,0,6,46,326
Xử lý bất đồng bộ trong Arduino,0,77,38,0,6,35,90,144
Nested layout với Nextjs,0,38,23,0,2,8,29,133
Hiểu cơ bản khái niệm Auto-scale của K8S,0,162,93,0,4,107,46,168
Một vài thủ thuật CSS mà chính Frontend có thể còn chưa biết (Phần 28),1,68,60,0,0,35,53,553
Alias Keyword trong Ruby,13,43,78,3,5,23,16,58
